"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AIKGHMTK","journalArticle","2009","Romero, Claudia; Bolker, Benjamin M.; Edwards, Christine E.","Stem responses to damage: the evolutionary ecology of Quercus species in contrasting fire regimes","New Phytologist","","1469-8137","10.1111/j.1469-8137.2008.02733.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.2008.02733.x","• The ability of tree stems to recover from damage is critical for tree survival and may explain species distributions across disturbance regimes. Two primary responses to stem damage, decay compartmentalization and wound closure, act in concert to limit decay and pathogen spread. A previous study demonstrated a tradeoff between wound responses that varied with anatomical traits, but its wide taxonomic range made it hard to analyze responses in an evolutionary context. • Here, we tested the stem wound responses of 13 species of Quercus inhabiting three habitats across a gradient of fire intensity. We also quantified anatomical and structural traits and phylogenetic position, in order to assess the relative contributions of ecological adaptation and phylogenetic history in determining traits. • Xylem anatomical traits were phylogenetically constrained, while phloem traits and damage responses varied with habitat. Across habitats, hammock and sandhill species closed bark wounds effectively, whereas scrub species limited the spread of xylem decay. There was a tradeoff between wound closure and decay compartmentalization within the white+live oaks. • The fact that some wound response traits are phylogenetically constrained while others respond to ecological pressures suggests that damage responses integrate mechanisms operating at several levels within plants.","2009","2024-05-30 05:56:11","2024-05-30 05:56:27","2024-05-30 05:56:10","261-271","","1","182","","","Stem responses to damage","","","","","","","en","© The Authors (2009). Journal compilation © New Phytologist (2009)","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1469-8137.2008.02733.x","","/Users/nelly/Zotero/storage/62GW9RYN/Romero et al. - 2009 - Stem responses to damage the evolutionary ecology.pdf; ; /Users/nelly/Zotero/storage/S2AKMYA5/j.1469-8137.2008.02733.html","notion://www.notion.so/Romero-et-al-2009-7c00dcafbcca4c9788976f0823363abc","notion","comparative method; decay; Florida; phloem anatomy; phylogeny; Quercus; tree stem damage; xylem anatomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75QIGVUV","journalArticle","2005","Jian-Wei Zheng; Shu-Qing An; Lin Chen; Xin Leng; Zhong-Sheng Wang; Hua-Jun Xiang","Effects of Logging on the Genetic Diversity of Quercus tiaoloshanica Chun et Ko in a Tropical Montane Forest of Hainan Island, Southern China","Journal of Integrative Plant Biology","","16729072","10.1111/j.1744-7909.2005.00143.x","http://pbidi.unam.mx:8080/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=asn&AN=18527182&lang=es&site=eds-live","Quercus tiaoloshanica Chun et Ko, which has a narrow range of distribution, is one of the important endemic species of the tropical montane rain forest on Hainan Island, southern China. Long-term logging and habitat destruction have resulted in population decline and distribution retreat of Q. tiaoloshanica. To determine the impact of logging on the genetic diversity of Q. tiaoloshanica, the authors investigated the genetic structures using amplified fragment length polymorphism markers in four regenerated stands after logging and in one unlogged stand. Compared with the unlogged stand, the effective number of alleles per locus dropped by 1.0% in selective logging stands and by 2.0% in clear logging stands, corresponding to reductions of 3.8% and 5.2%, respectively, in mean Nei's gene diversity and 2.9% and 3.5%, respectively, in mean Shannon diversity index. No substantial genetic erosion was detected in any of the regenerated stands owing to the high tree density and high heterogeneity of the Q. tiaoloshanica stands investigated. Meanwhile, there was no natural regeneration of the species observed in a Dacrydium pierrei Hickel plantation 700 m away from the regenerated stands, suggesting the limited ability of seed dispersal of Q. tiaoloshanica. Clear logging should be undertaken cautiously because the total number of plant species dropped by 15.2% in the clear-logged stands compared with the unlogged stand. To conserve the genetic diversity of this species, as well as the plant biodiversity of tropical forests, the habitats of Q. tiaoloshanica should be protected against exploitation in terms of agricultural or other forms of land use, and some mature trees should be preserved as seed sources to maintain an adequate regeneration base for this species in the management of logging. (Managing editor: Ya-Qin HAN)","2005-10","2024-05-30 06:04:44","2024-05-30 06:04:55","2024-05-30 06:04:44","1184-1192","","10","47","","","","","","","","","","","","","","","EBSCOhost","","Publisher: Wiley-Blackwell","","/Users/nelly/Zotero/storage/JCW6V347/Jian-Wei Zheng et al. - 2005 - Effects of Logging on the Genetic Diversity of Que.pdf; ","notion://www.notion.so/Jian-Wei-Zheng-et-al-2005-295fab891d354377a713671970dbee84","notion","amplified fragment length polymorphism; BIODIVERSITY; CHINA; genetic erosion; HAINAN Sheng (China); logging; LOGGING; PHYTOGEOGRAPHY; PLANT diversity; Quercus tiaoloshanica; tropical forest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66574336","journalArticle","2021","Gugger, Paul F.; Fitz-Gibbon, Sorel T.; Albarrán-Lara, Ana; Wright, Jessica W.; Sork, Victoria L.","Landscape genomics of Quercus lobata reveals genes involved in local climate adaptation at multiple spatial scales","Molecular Ecology","","1365-294X","10.1111/mec.15731","https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.15731","Understanding how the environment shapes genetic variation provides critical insight about the evolution of local adaptation in natural populations. At multiple spatial scales and multiple geographic contexts within a single species, such information could address a number of fundamental questions about the scale of local adaptation and whether or not the same loci are involved at different spatial scales or geographic contexts. We used landscape genomic approaches from three local elevational transects and rangewide sampling to (a) identify genetic variation underlying local adaptation to environmental gradients in the California endemic oak, Quercus lobata; (b) examine whether putatively adaptive SNPs show signatures of selection at multiple spatial scales; and (c) map putatively adaptive variation to assess the scale and pattern of local adaptation. Of over 10 k single-nucleotide polymorphisms (SNPs) generated with genotyping-by-sequencing, we found signatures of natural selection by climate or local environment at over 600 SNPs (536 loci), some at multiple spatial scales across multiple analyses. Candidate SNPs identified with gene–environment tests (LFMM) at the rangewide scale also showed elevated associations with climate variables compared to the background at both rangewide and elevational transect scales with gradient forest analysis. Some loci overlap with those detected in other oak species, raising the question of whether the same loci might be involved in local climate adaptation in different congeneric species that inhabit different geographic contexts. Mapping landscape patterns of adaptive versus background genetic variation identified regions of marked local adaptation and suggests nonlinear association of candidate SNPs and environmental variables. Taken together, our results offer robust evidence for novel candidate genes for local climate adaptation at multiple spatial scales.","2021","2024-05-30 06:51:54","2024-05-30 06:52:09","2024-05-30 06:51:53","406-423","","2","30","","","","","","","","","","en","© 2020 John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mec.15731","","; /Users/nelly/Zotero/storage/CT7EGQ6K/mec.html; /Users/nelly/Zotero/storage/7QIPQRCK/Gugger et al. - 2021 - Landscape genomics of Quercus lobata reveals genes.pdf","notion://www.notion.so/Gugger-et-al-2021-4c79b31fdb1748bb9d2a2fd00e5d31b2","notion","genotyping by sequencing; landscape genomics; local adaptation; natural selection; Quercus lobata","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9NQXZCG4","journalArticle","2018","Hipp, Andrew L.; Manos, Paul S.; González-Rodríguez, Antonio; Hahn, Marlene; Kaproth, Matthew; McVay, John D.; Avalos, Susana Valencia; Cavender-Bares, Jeannine","Sympatric parallel diversification of major oak clades in the Americas and the origins of Mexican species diversity","New Phytologist","","1469-8137","10.1111/nph.14773","https://onlinelibrary.wiley.com/doi/abs/10.1111/nph.14773","Oaks (Quercus, Fagaceae) are the dominant tree genus of North America in species number and biomass, and Mexico is a global center of oak diversity. Understanding the origins of oak diversity is key to understanding biodiversity of northern temperate forests. A phylogenetic study of biogeography, niche evolution and diversification patterns in Quercus was performed using 300 samples, 146 species. Next-generation sequencing data were generated using the restriction-site associated DNA (RAD-seq) method. A time-calibrated maximum likelihood phylogeny was inferred and analyzed with bioclimatic, soils, and leaf habit data to reconstruct the biogeographic and evolutionary history of the American oaks. Our highly resolved phylogeny demonstrates sympatric parallel diversification in climatic niche, leaf habit, and diversification rates. The two major American oak clades arose in what is now the boreal zone and radiated, in parallel, from eastern North America into Mexico and Central America. Oaks adapted rapidly to niche transitions. The Mexican oaks are particularly numerous, not because Mexico is a center of origin, but because of high rates of lineage diversification associated with high rates of evolution along moisture gradients and between the evergreen and deciduous leaf habits. Sympatric parallel diversification in the oaks has shaped the diversity of North American forests.","2018","2024-05-30 07:03:44","2024-05-30 07:04:00","2024-05-30 07:03:44","439-452","","1","217","","","","","","","","","","en","© 2017 The Authors. New Phytologist © 2017 New Phytologist Trust","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/nph.14773","","/Users/nelly/Zotero/storage/SJBGNV8L/Hipp et al. - 2018 - Sympatric parallel diversification of major oak cl.pdf; ; /Users/nelly/Zotero/storage/SJB66JDD/nph.html","notion://www.notion.so/Hipp-et-al-2018-4376dc216f3e49c4b3d9c607badfb023","notion","American oaks; convergence; niche evolution; phylogeny; Quercus; restriction site-associated DNA sequencing (RAD-seq); sympatric parallel diversification; woody plants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6Q3UVHW","journalArticle","2018","Ortego, Joaquín; Gugger, Paul F.; Sork, Victoria L.","Genomic data reveal cryptic lineage diversification and introgression in Californian golden cup oaks (section Protobalanus)","New Phytologist","","1469-8137","10.1111/nph.14951","https://onlinelibrary.wiley.com/doi/abs/10.1111/nph.14951","Here we study hybridization, introgression and lineage diversification in the widely distributed canyon live oak (Quercus chrysolepis) and the relict island oak (Q. tomentella), two Californian golden cup oaks with an intriguing biogeographical history. We employed restriction-site-associated DNA sequencing and integrated phylogenomic and population genomic analyses to study hybridization and reconstruct the evolutionary past of these taxa. Our analyses revealed the presence of two cryptic lineages within Q. chrysolepis. One of these lineages shares its most recent common ancestor with Q. tomentella, supporting the paraphyly of Q. chrysolepis. The split of these lineages was estimated to take place during the late Pliocene or the early Pleistocene, a time corresponding well with the common presence of Q. tomentella in the fossil records of continental California. Analyses also revealed historical hybridization among lineages, high introgression from Q. tomentella into Q. chrysolepis in their current area of sympatry, and widespread admixture between the two lineages of Q. chrysolepis in contact zones. Our results support that the two lineages of Q. chrysolepis behave as a single functional species phenotypically and ecologically well differentiated from Q. tomentella, a situation that can be only accommodated considering hybridization and speciation as a continuum with diffuse limits.","2018","2024-05-30 07:19:50","2024-05-30 07:20:02","2024-05-30 07:19:50","804-818","","2","218","","","","","","","","","","en","© 2017 The Authors. New Phytologist © 2017 New Phytologist Trust","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/nph.14951","","/Users/nelly/Zotero/storage/E5AHL3UQ/Ortego et al. - 2018 - Genomic data reveal cryptic lineage diversificatio.pdf; ; /Users/nelly/Zotero/storage/ZB2UYZ8M/nph.html","notion://www.notion.so/Ortego-et-al-2018-c9ac93471f914fb59ed19daae968400d","notion","California; ddRAD-seq; genetic admixture; hybridization; introgression; oak; Quercus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVL6HW7S","journalArticle","2020","Hipp, Andrew L.; Manos, Paul S.; Hahn, Marlene; Avishai, Michael; Bodénès, Cathérine; Cavender-Bares, Jeannine; Crowl, Andrew A.; Deng, Min; Denk, Thomas; Fitz-Gibbon, Sorel; Gailing, Oliver; González-Elizondo, M. Socorro; González-Rodríguez, Antonio; Grimm, Guido W.; Jiang, Xiao-Long; Kremer, Antoine; Lesur, Isabelle; McVay, John D.; Plomion, Christophe; Rodríguez-Correa, Hernando; Schulze, Ernst-Detlef; Simeone, Marco C.; Sork, Victoria L.; Valencia-Avalos, Susana","Genomic landscape of the global oak phylogeny","New Phytologist","","1469-8137","10.1111/nph.16162","https://onlinelibrary.wiley.com/doi/abs/10.1111/nph.16162","The tree of life is highly reticulate, with the history of population divergence emerging from populations of gene phylogenies that reflect histories of introgression, lineage sorting and divergence. In this study, we investigate global patterns of oak diversity and test the hypothesis that there are regions of the oak genome that are broadly informative about phylogeny. We utilize fossil data and restriction-site associated DNA sequencing (RAD-seq) for 632 individuals representing nearly 250 Quercus species to infer a time-calibrated phylogeny of the world's oaks. We use a reversible-jump Markov chain Monte Carlo method to reconstruct shifts in lineage diversification rates, accounting for among-clade sampling biases. We then map the > 20 000 RAD-seq loci back to an annotated oak genome and investigate genomic distribution of introgression and phylogenetic support across the phylogeny. Oak lineages have diversified among geographic regions, followed by ecological divergence within regions, in the Americas and Eurasia. Roughly 60% of oak diversity traces back to four clades that experienced increases in net diversification, probably in response to climatic transitions or ecological opportunity. The strong support for the phylogeny contrasts with high genomic heterogeneity in phylogenetic signal and introgression. Oaks are phylogenomic mosaics, and their diversity may in fact depend on the gene flow that shapes the oak genome.","2020","2024-05-30 07:40:00","2024-05-30 07:40:11","2024-05-30 07:39:59","1198-1212","","4","226","","","","","","","","","","en","© 2019 The Authors. New Phytologist © 2019 New Phytologist Trust","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/nph.16162","","/Users/nelly/Zotero/storage/JZZUGDFX/Hipp et al. - 2020 - Genomic landscape of the global oak phylogeny.pdf; ; /Users/nelly/Zotero/storage/3LKRSQS7/nph.html","notion://www.notion.so/Hipp-et-al-2020-a7b19c82bc894d73adfa090109343b63","notion","diversification rates; genomic mosaicism; introgression; oaks; phylogenomics; Quercus; restriction-site associated DNA sequencing (RAD-seq); tree diversity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A34NFEEE","journalArticle","2023","Wu, Yingtong; Hipp, Andrew L.; Fargo, Gregory; Stith, Nora; Ricklefs, Robert E.","Improving species delimitation for effective conservation: a case study in the endemic maple-leaf oak (Quercus acerifolia)","New Phytologist","","1469-8137","10.1111/nph.18777","https://onlinelibrary.wiley.com/doi/abs/10.1111/nph.18777","Species delimitation is challenging in lineages that exhibit both high plasticity and introgression. This challenge can be compounded by collection biases, which may downweight specimens morphologically intermediate between traditional species. Additionally, mismatch between named species and observable phenotypes can compromise species conservation. We studied the species boundaries of Quercus acerifolia, a tree endemic to Arkansas, U.S. We performed morphometric analyses of leaves and acorns from 527 field and 138 herbarium samples of Q. acerifolia and its close relatives, Q. shumardii and Q. rubra. We employed two novel approaches: sampling ex situ collections to detect phenotypic plasticity caused by environmental variation and comparing random field samples with historical herbarium samples to identify collection biases that might undermine species delimitation. To provide genetic evidence, we also performed molecular analyses on genome-wide SNPs. Quercus acerifolia shows distinctive morphological, ecological, and genomic characteristics, rejecting the hypothesis that Q. acerifolia is a phenotypic variant of Q. shumardii. We found mismatches between traditional taxonomy and phenotypic clusters. We detected underrepresentation of morphological intermediates in herbarium collections, which may bias species discovery and recognition. Rare species conservation requires considering and addressing taxonomic problems related to phenotypic plasticity, mismatch between taxonomy and morphological clusters, and collection biases.","2023","2024-05-30 07:44:24","2024-05-30 07:44:40","2024-05-30 07:44:24","1278-1293","","3","238","","","Improving species delimitation for effective conservation","","","","","","","en","© 2023 The Authors New Phytologist © 2023 New Phytologist Foundation","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/nph.18777","","/Users/nelly/Zotero/storage/PEGQGPZA/Wu et al. - 2023 - Improving species delimitation for effective conse.pdf; ; /Users/nelly/Zotero/storage/6QERY9CE/nph.html","notion://www.notion.so/Wu-et-al-2023-9c630926a5664518aff0a80eb55d8998","notion","collection bias; ex situ living collections; herbarium collections; morphometric analyses; Quercus (oaks); rare species conservation; species delimitation; taxonomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAPHKS3I","journalArticle","2017","Andrew L. Hipp; Richard Cronn; Kasey Khanh Pham; Paul S. Manos","A time and a place for everything: phylogenetic history and geography as joint predictors of oak plastome phylogeny","Genome","","1480-3321","","http://pbidi.unam.mx:8080/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=edsair&AN=edsair.doi.dedup.....9933aa1c0cd1b49cbcbe9d1c754f00ef&lang=es&site=eds-live","Owing to high rates of introgressive hybridization, the plastid genome is poorly suited to fine-scale DNA barcoding and phylogenetic studies of the oak genus (Quercus, Fagaceae). At the tips of the oak plastome phylogeny, recent gene migration and reticulation generally cause topology to reflect geographic structure, while deeper branches reflect lineage divergence. In this study, we quantify the simple and partial effects of geographic proximity and nucleome-inferred phylogenetic history on oak plastome phylogeny at different evolutionary scales. Our study compares pairwise phylogenetic distances based on complete plastome sequences, pairwise phylogenetic distances from nuclear restriction site-associated DNA sequences (RADseq), and pairwise geographic distances for 34 individuals of the white oak clade representing 24 North American and Eurasian species. Within the North American white oak clade alone, phylogenetic history has essentially no effect on plastome variation, while geography explains 11%–21% of plastome phylogenetic variance. However, across multiple continents and clades, phylogeny predicts 30%–41% of plastome variation, geography 3%–41%. Tipwise attenuation of phylogenetic informativeness in the plastome means that in practical terms, plastome data has little use in solving phylogenetic questions, but can still be a useful barcoding or phylogenetic marker for resolving questions among major clades.","2017-09-01","2024-05-30 23:37:43","2024-05-30 23:37:52","2024-05-30 23:37:43","720-732","","","60","","","A time and a place for everything","","","","","","","","","","","","EBSCOhost","","Publisher: Canadian Science Publishing","","/Users/nelly/Zotero/storage/9MLQ8R3E/Andrew L. Hipp et al. - 2017 - A time and a place for everything phylogenetic hi.pdf; ","notion://www.notion.so/Andrew-L-Hipp-et-al-2017-5d10d1649455430e9c84d9cac2e12dcc","notion","01 natural sciences; 0106 biological sciences; 010603 evolutionary biology; 03 medical and health sciences; 0301 basic medicine; 030104 developmental biology; biology; biology.organism_classification; Biotechnology; Botany; Chloroplast DNA; DNA barcoding; DNA, Plant; Evolution, Molecular; Fagaceae; Gene Flow; General Medicine; Genes, Plant; Genetics; Genome; Genus; Introgression; Molecular Biology; Phylogenetic tree; Phylogenetics; Phylogeny; Phylogeography; Plastids; Quercus; Sequence Analysis, DNA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99YSL4HB","journalArticle","2017","Fitz-Gibbon, Sorel; Hipp, Andrew L.; Pham, Kasey K.; Manos, Paul S.; Sork, Victoria L.; Jaramillo-Correa, Juan P.","Phylogenomic inferences from reference-mapped and de novo assembled short-read sequence data using RADseq sequencing of California white oaks ( Quercus section Quercus)","Genome","","08312796","10.1139/gen-2016-0202","http://pbidi.unam.mx:8080/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=asn&AN=125066073&lang=es&site=eds-live","The emergence of next generation sequencing has increased by several orders of magnitude the amount of data available for phylogenetics. Reduced representation approaches, such as restriction-sited associated DNA sequencing (RADseq), have proven useful for phylogenetic studies of non-model species at a wide range of phylogenetic depths. However, analysis of these datasets is not uniform and we know little about the potential benefits and drawbacks of de novo assembly versus assembly by mapping to a reference genome. Using RADseq data for 83 oak samples representing 16 taxa, we identified variants via three pipelines: mapping sequence reads to a recently published draft genome of Quercus lobata, and de novo assembly under two sets of locus filters. For each pipeline, we inferred the maximum likelihood phylogeny. All pipelines produced similar trees, with minor shifts in relationships within well-supported clades, despite the fact that they yielded different numbers of loci (68 000 - 111 000 loci) and different degrees of overlap with the reference genome. We conclude that both the reference-aligned and de novo assembly pipelines yield reliable results, and that advantages and disadvantages of these approaches pertain mainly to downstream uses of RADseq data, not to phylogenetic inference per se. (English)","2017-09","2024-05-30 23:45:45","2024-05-30 23:45:50","2024-05-30 23:45:45","743-755","","9","60","","","","","","","","","","","","","","","EBSCOhost","","Publisher: Canadian Science Publishing","","/Users/nelly/Zotero/storage/UMGLZ2JC/Fitz-Gibbon et al. - 2017 - Phylogenomic inferences from reference-mapped and .pdf; ","notion://www.notion.so/Fitz-Gibbon-et-al-2017-d596d6e0b391462197993f1e973ef1c1","notion","de novo clustering; GATK; groupement de novo; identification de variants; NUCLEOTIDE sequencing; PHYLOGENETIC models; phylogenetics; phylogénétique; PHYLOGENY; PyRAD; restriction-site associated DNA sequencing; séquençage de l'ADN associé aux sites de restriction; VALLEY oak; variant discovery; WHITE oak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWL8FHL3","journalArticle","2019","Yan, Mengxiao; Liu, Ruibin; Li, Ying; Hipp, Andrew L.; Deng, Min; Xiong, Yanshi","Ancient events and climate adaptive capacity shaped distinct chloroplast genetic structure in the oak lineages","BMC Evolutionary Biology","","1471-2148","10.1186/s12862-019-1523-z","https://doi.org/10.1186/s12862-019-1523-z","Understanding the origin of genetic variation is the key to predict how species will respond to future climate change. The genus Quercus is a species-rich and ecologically diverse woody genus that dominates a wide range of forests and woodland communities of the Northern Hemisphere. Quercus thus offers a unique opportunity to investigate how adaptation to environmental changes has shaped the spatial genetic structure of closely related lineages. Furthermore, Quercus provides a deep insight into how tree species will respond to future climate change. This study investigated whether closely related Quercus lineages have similar spatial genetic structures and moreover, what roles have their geographic distribution, ecological tolerance, and historical environmental changes played in the similar or distinct genetic structures.","2019-11-04","2024-05-31 00:01:32","2024-05-31 00:01:41","2024-05-31 00:01:32","202","","1","19","","BMC Evolutionary Biology","","","","","","","","","","","","","BioMed Central","","","","/Users/nelly/Zotero/storage/KM6JZPLC/Yan et al. - 2019 - Ancient events and climate adaptive capacity shape.pdf; ; /Users/nelly/Zotero/storage/PF4NLKAV/s12862-019-1523-z.html","notion://www.notion.so/Yan-et-al-2019-0d0b92f934794627aeb8983d662684d4","notion","Chloroplast genome; Climate; Geography; Local adaptation; Quercus; Spatial genetic structure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26F24PKJ","journalArticle","2018","Oney-Birol, Signem; Fitz-Gibbon, Sorel; Chen, Jin-Ming; Gugger, Paul F.; Sork, Victoria L.","Assessment of shared alleles in drought-associated candidate genes among southern California white oak species (Quercus sect. Quercus)","BMC Genetics","","1471-2156","10.1186/s12863-018-0677-9","https://doi.org/10.1186/s12863-018-0677-9","Hybridization and introgression are common phenomena among oak species. These processes can be beneficial by introducing favorable genetic variants across species (adaptive introgression). Given that drought is an important stress, impacting physiological and morphological variation and limiting distributions, our goal was to identify drought-related genes that might exhibit patterns of introgression influenced by natural selection. Using RNAseq, we sequenced whole transcriptomes of 24 individuals from three oaks in southern California: (Quercus engelmannii, Quercus berberidifolia, Quercus cornelius-mulleri) and identified genetic variants to estimate admixture rates of all variants and those in drought genes.","2018-10-01","2024-05-31 00:04:56","2024-05-31 00:05:05","2024-05-31 00:04:56","88","","1","19","","BMC Genetics","","","","","","","","","","","","","BioMed Central","","","","/Users/nelly/Zotero/storage/RN4VWXR8/Oney-Birol et al. - 2018 - Assessment of shared alleles in drought-associated.pdf; ; /Users/nelly/Zotero/storage/RZ8MVEJ5/s12863-018-0677-9.html","notion://www.notion.so/Oney-Birol-et-al-2018-54c2ed17b93a49e1842f4d1dfcfe353c","notion","Adaptation; Candidate genes; Drought stress; Hybridization; Introgression; Quercus spp.; RNAseq; Transcriptome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y87MX4YG","journalArticle","2017","Konar, Arpita; Choudhury, Olivia; Bullis, Rebecca; Fiedler, Lauren; Kruser, Jacqueline M.; Stephens, Melissa T.; Gailing, Oliver; Schlarbaum, Scott; Coggeshall, Mark V.; Staton, Margaret E.; Carlson, John E.; Emrich, Scott; Romero-Severson, Jeanne","High-quality genetic mapping with ddRADseq in the non-model tree Quercus rubra","BMC Genomics","","1471-2164","10.1186/s12864-017-3765-8","https://doi.org/10.1186/s12864-017-3765-8","Restriction site associated DNA sequencing (RADseq) has the potential to be a broadly applicable, low-cost approach for high-quality genetic linkage mapping in forest trees lacking a reference genome. The statistical inference of linear order must be as accurate as possible for the correct ordering of sequence scaffolds and contigs to chromosomal locations. Accurate maps also facilitate the discovery of chromosome segments containing allelic variants conferring resistance to the biotic and abiotic stresses that threaten forest trees worldwide. We used ddRADseq for genetic mapping in the tree Quercus rubra, with an approach optimized to produce a high-quality map. Our study design also enabled us to model the results we would have obtained with less depth of coverage.","2017-05-30","2024-05-31 00:05:48","2024-05-31 00:05:53","2024-05-31 00:05:48","417","","1","18","","BMC Genomics","","","","","","","","","","","","","BioMed Central","","","","/Users/nelly/Zotero/storage/K5JLNSD7/Konar et al. - 2017 - High-quality genetic mapping with ddRADseq in the .pdf; ; /Users/nelly/Zotero/storage/CZUWM2IG/s12864-017-3765-8.html","notion://www.notion.so/Konar-et-al-2017-b3a13b891b814068afc3fc926f5544f7","notion","ddRADseq; Dense linkage mapping; Quercus rubra; Sequencing depth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3EIPQFTS","journalArticle","2014","Hipp, Andrew L.; Eaton, Deren A. R.; Cavender-Bares, Jeannine; Fitzek, Elisabeth; Nipper, Rick; Manos, Paul S.","A Framework Phylogeny of the American Oak Clade Based on Sequenced RAD Data","PLOS ONE","","1932-6203","10.1371/journal.pone.0093975","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0093975","Previous phylogenetic studies in oaks (Quercus, Fagaceae) have failed to resolve the backbone topology of the genus with strong support. Here, we utilize next-generation sequencing of restriction-site associated DNA (RAD-Seq) to resolve a framework phylogeny of a predominantly American clade of oaks whose crown age is estimated at 23–33 million years old. Using a recently developed analytical pipeline for RAD-Seq phylogenetics, we created a concatenated matrix of 1.40 E06 aligned nucleotides, constituting 27,727 sequence clusters. RAD-Seq data were readily combined across runs, with no difference in phylogenetic placement between technical replicates, which overlapped by only 43–64% in locus coverage. 17% (4,715) of the loci we analyzed could be mapped with high confidence to one or more expressed sequence tags in NCBI Genbank. A concatenated matrix of the loci that BLAST to at least one EST sequence provides approximately half as many variable or parsimony-informative characters as equal-sized datasets from the non-EST loci. The EST-associated matrix is more complete (fewer missing loci) and has slightly lower homoplasy than non-EST subsampled matrices of the same size, but there is no difference in phylogenetic support or relative attribution of base substitutions to internal versus terminal branches of the phylogeny. We introduce a partitioned RAD visualization method (implemented in the R package RADami; http://cran.r-project.org/web/packages/RADami) to investigate the possibility that suboptimal topologies supported by large numbers of loci—due, for example, to reticulate evolution or lineage sorting—are masked by the globally optimal tree. We find no evidence for strongly-supported alternative topologies in our study, suggesting that the phylogeny we recover is a robust estimate of large-scale phylogenetic patterns in the American oak clade. Our study is one of the first to demonstrate the utility of RAD-Seq data for inferring phylogeny in a 23–33 million year-old clade.","2014-04-04","2024-05-31 00:42:09","2024-05-31 00:42:19","2024-05-31 00:42:09","e93975","","4","9","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/Users/nelly/Zotero/storage/WBTRJYAX/Hipp et al. - 2014 - A Framework Phylogeny of the American Oak Clade Ba.pdf; ","notion://www.notion.so/Hipp-et-al-2014-651ef34604904df1b043d9db0b8553d1","notion","Amplified fragment length polymorphism; BLAST algorithm; Gene ontologies; Genetic loci; Nucleotides; Oaks; Phylogenetic analysis; Phylogenetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
