Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
WLA3DWC6,journalArticle,2024,"Han, Biao; Tong, Boqiang; Zhang, Jiliang; Bu, Ziheng; Zhao, Lijun; Xian, Yang; Li, Dezhu; Xie, Xiaoman",Genomic divergence and demographic history of Quercus aliena populations,BMC Plant Biology,,1471-2229,10.1186/s12870-023-04623-y,https://doi.org/10.1186/s12870-023-04623-y,"Quercus aliena is a major montane tree species of subtropical and temperate forests in China, with important ecological and economic value. In order to reveal the species’ population dynamics, genetic diversity, genetic structure, and association with mountain habitats during the evolutionary process, we re-sequenced the genomes of 72 Q. aliena individuals.",09/01/24,31/05/24 0:16,31/05/24 0:16,31/05/24 0:16,39,,1,24,,BMC Plant Biology,,,,,,,,,,,,,BioMed Central,,,,/Users/nelly/Zotero/storage/5T27DR24/Han et al. - 2024 - Genomic divergence and demographic history of Quer.pdf; ; /Users/nelly/Zotero/storage/3JV4CLFY/s12870-023-04623-y.html,notion://www.notion.so/Han-et-al-2024-379b33c48dc2479694e8a0a424d057c9,notion,Demographic history; Genetic divergence; Phylogeography; Quercus aliena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVL6HW7S,journalArticle,2020,"Hipp, Andrew L.; Manos, Paul S.; Hahn, Marlene; Avishai, Michael; Bodénès, Cathérine; Cavender-Bares, Jeannine; Crowl, Andrew A.; Deng, Min; Denk, Thomas; Fitz-Gibbon, Sorel; Gailing, Oliver; González-Elizondo, M. Socorro; González-Rodríguez, Antonio; Grimm, Guido W.; Jiang, Xiao-Long; Kremer, Antoine; Lesur, Isabelle; McVay, John D.; Plomion, Christophe; Rodríguez-Correa, Hernando; Schulze, Ernst-Detlef; Simeone, Marco C.; Sork, Victoria L.; Valencia-Avalos, Susana",Genomic landscape of the global oak phylogeny,New Phytologist,,1469-8137,10.1111/nph.16162,https://onlinelibrary.wiley.com/doi/abs/10.1111/nph.16162,"The tree of life is highly reticulate, with the history of population divergence emerging from populations of gene phylogenies that reflect histories of introgression, lineage sorting and divergence. In this study, we investigate global patterns of oak diversity and test the hypothesis that there are regions of the oak genome that are broadly informative about phylogeny. We utilize fossil data and restriction-site associated DNA sequencing (RAD-seq) for 632 individuals representing nearly 250 Quercus species to infer a time-calibrated phylogeny of the world's oaks. We use a reversible-jump Markov chain Monte Carlo method to reconstruct shifts in lineage diversification rates, accounting for among-clade sampling biases. We then map the > 20 000 RAD-seq loci back to an annotated oak genome and investigate genomic distribution of introgression and phylogenetic support across the phylogeny. Oak lineages have diversified among geographic regions, followed by ecological divergence within regions, in the Americas and Eurasia. Roughly 60% of oak diversity traces back to four clades that experienced increases in net diversification, probably in response to climatic transitions or ecological opportunity. The strong support for the phylogeny contrasts with high genomic heterogeneity in phylogenetic signal and introgression. Oaks are phylogenomic mosaics, and their diversity may in fact depend on the gene flow that shapes the oak genome.",2020,30/05/24 7:40,30/05/24 7:40,30/05/24 7:39,1198-1212,,4,226,,,,,,,,,,en,© 2019 The Authors. New Phytologist © 2019 New Phytologist Trust,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/nph.16162,,/Users/nelly/Zotero/storage/JZZUGDFX/Hipp et al. - 2020 - Genomic landscape of the global oak phylogeny.pdf; ; /Users/nelly/Zotero/storage/3LKRSQS7/nph.html,notion://www.notion.so/Hipp-et-al-2020-a7b19c82bc894d73adfa090109343b63,notion,Quercus; diversification rates; genomic mosaicism; introgression; oaks; phylogenomics; restriction-site associated DNA sequencing (RAD-seq); tree diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCSKYXPP,journalArticle,2021,"Jiang, Xiao-Long; Su, Zhi-Hao; Xu, Gang-Biao; Deng, Min",Genomic signals reveal past evolutionary dynamics of Quercus schottkyana and its response to future climate change,Journal of Systematics and Evolution,,1759-6831,10.1111/jse.12703,https://onlinelibrary.wiley.com/doi/abs/10.1111/jse.12703,"Understanding the past and future evolutionary dynamics of dominant species in a forest is important for guiding decisions for biodiversity conservation, forest management, and vegetation restoration. This study used Quercus schottkyana, a dominant tree in subtropical evergreen broad-leaved forests in southwest China, to investigate the influences of past environmental fluctuations and future changes in climate on the dynamics of tree demographics. Genomic data were obtained for 133 samples of Q. schottkyana from 22 populations using double-digest genotyping by sequencing. The single-nucleotide polymorphisms in the genome showed a uniform distribution. Based on principal component analysis and Admixture analysis, two distinct lineages and one mixed group were identified that corresponded to their geographical distribution. Approximate Bayesian computation analyses provided evidence that the divergence among Q. schottkyana populations could be driven by the collision between the Asian and Indian plates during the Miocene, and that climatic fluctuations in the late Pleistocene led to the introgression. The analysis of genotype-environment relationships showed that annual precipitation and geographic distance were associated with spatial genetic variation. Populations of Q. schottkyana in the northern area of the Jinsha River basin were predicted to be the most vulnerable to future climate change. To increase genetic diversity in the northern Jinsha River basin and to buffer threats from future climate change, managers could use a mixture of local and alien seeds during forest restoration and management. This case study can promote further investigations into assessing how past and future climate change impacts genetic divergence and local adaptation of trees in forests.",2021,30/05/24 6:23,30/05/24 6:24,30/05/24 6:23,985-997,,5,59,,,,,,,,,,en,"© 2020 Institute of Botany, Chinese Academy of Sciences",,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/jse.12703,,; /Users/nelly/Zotero/storage/9DC8NW2S/jse.html,notion://www.notion.so/Jiang-et-al-2021-a5eac1b0efec4dedbfbc617cc2820f30,notion,Quercus; climate change; landscape genomics; demographic history; genomic vulnerability; forest dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDRWM5T4,journalArticle,2022,"Nocchi, Gabriele; Brown, Nathan; Coker, Timothy L. R.; Plumb, William J.; Stocks, Jonathan J.; Denman, Sandra; Buggs, Richard J. A.",Genomic structure and diversity of oak populations in British parklands,"PLANTS, PEOPLE, PLANET",,2572-2611,10.1002/ppp3.10229,https://onlinelibrary.wiley.com/doi/abs/10.1002/ppp3.10229,"Societal Impact Statement The largest populations of veteran oak trees in Europe are found in British parklands: managed wood pastures up to 1000 years old. Here, we present genomic evidence that parkland oak populations harbour considerable diversity and grew from local seed sources. We found some evidence for natural regeneration of offspring and for hybridization between pedunculate and sessile oak. We detected signatures of past gene flow between these two species and few regions of high differentiation within their genomes. Future expansion of this dataset may allow us to test for a genomic basis of acute oak decline, a syndrome of particular concern in parkland environments. Summary The two predominant oak species in Europe, Quercus robur (English or pedunculate oak) and Quercus petraea (sessile oak), have a long history of human intervention. In Britain, a common management regime is parklands, often surrounding country houses. Little is known about how seeds were sourced for parkland oak populations nor the genetic diversity that they contain. We sequenced the whole genomes of 386 trees from four British parkland sites to characterize the nuclear and chloroplast genetic structure and diversity of oak parkland populations. We assembled the chloroplast genomes and matched these to restriction enzyme fragment chloroplast haplotypes found in previous studies of ancient woodlands. We found over two million high-quality nuclear single-nucleotide polymorphisms (SNPs), allowing us to identify 360 Q. robur, 10 Q. petraea and 16 hybrid individuals with confidence. We identified 81 coding regions exhibiting strong differentiation between the two species. We found evidence for selective sweeps in Q. robur near some regions containing genes with putative involvement in stress tolerance. We detected a few very close relatives within some sites, suggesting natural regeneration or local seed planting. There was little differentiation among the Q. robur populations at the four sites. Chloroplast genomes found in each parkland tended to be similar to those of local ancient woodlands, suggesting that they were derived from local seed sources.",2022,29/05/24 8:53,29/05/24 8:54,29/05/24 8:53,167-181,,2,4,,,,,,,,,,en,"© 2021 The Authors. Plants, People, Planet published by John Wiley & Sons Ltd on behalf of New Phytologist Foundation.",,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ppp3.10229,,/Users/nelly/Zotero/storage/EDNPT5E3/Nocchi et al. - 2022 - Genomic structure and diversity of oak populations.pdf; ; /Users/nelly/Zotero/storage/KIY4MMVR/ppp3.html,notion://www.notion.so/Nocchi-et-al-2022-b911f266ec7f474c8e37eb50ebc01713,notion,oaks; population structure; selective sweep; chloroplast haplotypes; Fst; species differentiation; whole-genome sequencing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJF4XKMS,journalArticle,2023,"Yuan, Shuai; Shi, Yong; Zhou, Biao-Feng; Liang, Yi-Ye; Chen, Xue-Yan; An, Qing-Qing; Fan, Yan-Ru; Shen, Zhao; Ingvarsson, Pär K.; Wang, Baosheng","Genomic vulnerability to climate change in Quercus acutissima, a dominant tree species in East Asian deciduous forests",Molecular Ecology,,1365-294X,10.1111/mec.16843,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.16843,"Understanding the evolutionary processes that shape the landscape of genetic variation and influence the response of species to future climate change is critical for biodiversity conservation. Here, we sampled 27 populations across the distribution range of a dominant forest tree, Quercus acutissima, in East Asia, and applied genome-wide analyses to track the evolutionary history and predict the fate of populations under future climate. We found two genetic groups (East and West) in Q. acutissima that diverged during Pliocene. We also found a heterogeneous landscape of genomic variation in this species, which may have been shaped by population demography and linked selections. Using genotype-environment association analyses, we identified climate-associated SNPs in a diverse set of genes and functional categories, indicating a model of polygenic adaptation in Q. acutissima. We further estimated three genetic offset metrics to quantify genomic vulnerability of this species to climate change due to the complex interplay between local adaptation and migration. We found that marginal populations are under higher risk of local extinction because of future climate change, and may not be able to track suitable habitats to maintain the gene–environment relationships observed under the current climate. We also detected higher reverse genetic offsets in northern China, indicating that genetic variation currently present in the whole range of Q. acutissima may not adapt to future climate conditions in this area. Overall, this study illustrates how evolutionary processes have shaped the landscape of genomic variation, and provides a comprehensive genome-wide view of climate maladaptation in Q. acutissima.",2023,30/05/24 6:57,30/05/24 6:58,30/05/24 6:57,1639-1655,,7,32,,,,,,,,,,en,© 2023 John Wiley & Sons Ltd.,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/mec.16843,,/Users/nelly/Zotero/storage/SIJKS5V5/Yuan et al. - 2023 - Genomic vulnerability to climate change in Quercus.pdf; ; /Users/nelly/Zotero/storage/9WTS6YWI/mec.html,notion://www.notion.so/Yuan-et-al-2023-10844ade74ca4c1d81c0ad3dc54e603a,notion,genomic variation; demographic history; oak; genetic offset; polygenic adaptation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R4RGKN5Q,journalArticle,2004,"Kanno, Munetake; Yokoyama, Jun; Suyama, Yoshihisa; Ohyama, Motonari; Itoh, Takao; Suzuki, Mitsuo",Geographical distribution of two haplotypes of chloroplast DNA in four oak species (Quercus) in Japan,Journal of Plant Research,,1618-0860,10.1007/s10265-004-0160-8,https://doi.org/10.1007/s10265-004-0160-8,"Chloroplast DNA polymorphism in four oak species (Quercus serrata, Q. mongolica var. crispula, Q. dentata and Q. aliena) was studied using collections from a total of 127 localities in Japan and South Korea on the basis of five intergenic spacers (trnD-trnT, trnT-trnL, rps14-psaB, trnS-trnT and trnQ-trnS). Although no variation existed in sequences among the four species, a single nucleotide (T/C) substitution in the trnQ-trnS intergenic spacer was found in all the four species, resulting in two haplotypes (T- and C-type). Phylogenetic analyses of the four species and related species showed that the C-type is derived and even likely of monophyletic origin, while the T-type is ancestral. Geographically, the T-type is widespread from South Korea to Japan, whereas the C-type is restricted to eastern Japan with rare exceptions. “Eastern Japan” approximately coincides with the distribution range of the boreal conifer forest during the last glacial maximum. Overall evidence suggests that the mutation from T- to C-type occurred in an individual of one of the four oak species and then was transferred to all the species by hybridization in eastern Japan, and that the Kanto District provided individuals with the C-type with a refugium during the last glacial maximum.",01/08/04,29/05/24 9:19,29/05/24 9:20,29/05/24 9:19,311-317,,4,117,,J Plant Res,,,,,,,,en,,,,,Springer Link,,,,/Users/nelly/Zotero/storage/ZN3LFLKL/Kanno et al. - 2004 - Geographical distribution of two haplotypes of chl.pdf; ,notion://www.notion.so/Kanno-et-al-2004-93aceb1e91e544428930892310c8853a,notion,Quercus; Hybridization; Chloroplast DNA polymorphism; Haplotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T5VS7SQH,journalArticle,2015,"Michalak, Marcin; Plitta-Michalak, Beata P.; Naskręt-Barciszewska, Mirosława; Barciszewski, Jan; Bujarska-Borkowska, Barbara; Chmielarz, Paweł",Global 5-methylcytosine alterations in DNA during ageing of Quercus robur seeds,Annals of Botany,,0305-7364,10.1093/aob/mcv104,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4549962/,"Background and Aims Epigenetic regulation plays an important role in the management of plant growth, development and response to stress factors, and several reports have indicated that DNA methylation plays a critical role in seed development and viability. This study examines changes in 5-methylcytosine (m5C) levels in the DNA of seeds during ageing, a process that has important implications for plant conservation and agriculture., Methods Changes in the global level of m5C were measured in mature seeds of oak, Quercus robur. The extent of DNA methylation was measured using a protocol based on two-dimensional thin-layer chromatography. Viability of seeds was determined by germination and seedling emergence tests., Key Results An ageing-related decrease in total m5C during storage of recalcitrant seeds was highly and significantly correlated with a decrease in seed viability, as reflected by a reduction in germination (r = 0·8880) and seedling emergence (r = 0·8269)., Conclusions The decrease in viability during ageing of Q. robur seeds is highly correlated with a global decline in the amount of m5C in genomic DNA, and it is possible that this may represent a typical response to ageing and senescence in recalcitrant seeds. Potential mechanisms that drive changes in genomic DNA methylation during ageing are discussed, together with their implications for seed viability.",2015-09,30/05/24 1:56,30/05/24 2:00,30/05/24 1:56,369-376,,3,116,,Ann Bot,,,,,,,,,,,,,PubMed Central,,PMID: 26133690 PMCID: PMC4549962,,; /Users/nelly/Zotero/storage/UA6WBK9U/Michalak et al. - 2015 - Global 5-methylcytosine alterations in DNA during .pdf; ,notion://www.notion.so/Michalak-et-al-2015-3ab44d1635f34a1ba77893d197b7d982; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4549962/,notion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJWJG48C,journalArticle,2020,"Peñaloza-Ramírez, Juan Manuel; Rodríguez-Correa, Hernando; González-Rodríguez, Antonio; Rocha-Ramírez, Víctor; Oyama, Ken",High genetic diversity and stable Pleistocene distributional ranges in the widespread Mexican red oak Quercus castanea Née (1801) (Fagaceae),Ecology and Evolution,,2045-7758,10.1002/ece3.6189,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.6189,"The Mexican highlands are areas of high biological complexity where taxa of Nearctic and Neotropical origin and different population histories are found. To gain a more detailed view of the evolution of the biota in these regions, it is necessary to evaluate the effects of historical tectonic and climate events on species. Here, we analyzed the phylogeographic structure, historical demographic processes, and the contemporary period, Last Glacial Maximum (LGM) and Last Interglacial (LIG) ecological niche models of Quercus castanea, to infer the historical population dynamics of this oak distributed in the Mexican highlands. A total of 36 populations of Q. castanea were genotyped with seven chloroplast microsatellite loci in four recognized biogeographic provinces of Mexico: the Sierra Madre Occidental (western mountain range), the Central Plateau, the Trans-Mexican Volcanic Belt (TMVB, mountain range crossing central Mexico from west to east) and the Sierra Madre del Sur (SMS, southern mountain range). We obtained standard statistics of genetic diversity and structure and tested for signals of historical demographic expansions. A total of 90 haplotypes were identified, and 29 of these haplotypes were restricted to single populations. The within-population genetic diversity was high (mean hS = 0.72), and among-population genetic differentiation showed a strong phylogeographic structure (NST = 0.630 > GST = 0.266; p < .001). Signals of demographic expansion were identified in the TMVB and the SMS. The ecological niche models suggested a considerable percentage of stable distribution area for the species during the LGM and connectivity between the TMVB and the SMS. High genetic diversity, strong phylogeographic structure, and ecological niche models suggest in situ permanence of Q. castanea populations with large effective population sizes. The complex geological and climatic histories of the TMVB help to explain the origin and maintenance of a large proportion of the genetic diversity in this oak species.",2020,29/05/24 8:47,29/05/24 8:47,29/05/24 8:47,4204-4219,,10,10,,,,,,,,,,en,© 2020 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ece3.6189,,/Users/nelly/Zotero/storage/BMZZ6UM9/Peñaloza-Ramírez et al. - 2020 - High genetic diversity and stable Pleistocene dist.pdf; ; /Users/nelly/Zotero/storage/SF4T99TM/ece3.html,notion://www.notion.so/Pe-aloza-Ram-rez-et-al-2020-bb97baef17b24a7484b385cda75662c9,notion,oaks; phylogeography; genetic variation; historical demography; Mexican Highlands; neotropical trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y87MX4YG,journalArticle,2017,"Konar, Arpita; Choudhury, Olivia; Bullis, Rebecca; Fiedler, Lauren; Kruser, Jacqueline M.; Stephens, Melissa T.; Gailing, Oliver; Schlarbaum, Scott; Coggeshall, Mark V.; Staton, Margaret E.; Carlson, John E.; Emrich, Scott; Romero-Severson, Jeanne",High-quality genetic mapping with ddRADseq in the non-model tree Quercus rubra,BMC Genomics,,1471-2164,10.1186/s12864-017-3765-8,https://doi.org/10.1186/s12864-017-3765-8,"Restriction site associated DNA sequencing (RADseq) has the potential to be a broadly applicable, low-cost approach for high-quality genetic linkage mapping in forest trees lacking a reference genome. The statistical inference of linear order must be as accurate as possible for the correct ordering of sequence scaffolds and contigs to chromosomal locations. Accurate maps also facilitate the discovery of chromosome segments containing allelic variants conferring resistance to the biotic and abiotic stresses that threaten forest trees worldwide. We used ddRADseq for genetic mapping in the tree Quercus rubra, with an approach optimized to produce a high-quality map. Our study design also enabled us to model the results we would have obtained with less depth of coverage.",30/05/17,31/05/24 0:05,31/05/24 0:05,31/05/24 0:05,417,,1,18,,BMC Genomics,,,,,,,,,,,,,BioMed Central,,,,/Users/nelly/Zotero/storage/K5JLNSD7/Konar et al. - 2017 - High-quality genetic mapping with ddRADseq in the .pdf; ; /Users/nelly/Zotero/storage/CZUWM2IG/s12864-017-3765-8.html,notion://www.notion.so/Konar-et-al-2017-b3a13b891b814068afc3fc926f5544f7,notion,ddRADseq; Dense linkage mapping; Quercus rubra; Sequencing depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBYRJ7TK,journalArticle,2022,"Sork, Victoria L.; Cokus, Shawn J.; Fitz-Gibbon, Sorel T.; Zimin, Aleksey V.; Puiu, Daniela; Garcia, Jesse A.; Gugger, Paul F.; Henriquez, Claudia L.; Zhen, Ying; Lohmueller, Kirk E.; Pellegrini, Matteo; Salzberg, Steven L.",High-quality genome and methylomes illustrate features underlying evolutionary success of oaks,Nature Communications,,2041-1723,10.1038/s41467-022-29584-y,https://www.nature.com/articles/s41467-022-29584-y,"The genus Quercus, which emerged ∼55 million years ago during globally warm temperatures, diversified into ∼450 extant species. We present a high-quality de novo genome assembly of a California endemic oak, Quercus lobata, revealing features consistent with oak evolutionary success. Effective population size remained large throughout history despite declining since early Miocene. Analysis of 39,373 mapped protein-coding genes outlined copious duplications consistent with genetic and phenotypic diversity, both by retention of genes created during the ancient γ whole genome hexaploid duplication event and by tandem duplication within families, including numerous resistance genes and a very large block of duplicated DUF247 genes, which have been found to be associated with self-incompatibility in grasses. An additional surprising finding is that subcontext-specific patterns of DNA methylation associated with transposable elements reveal broadly-distributed heterochromatin in intergenic regions, similar to grasses. Collectively, these features promote genetic and phenotypic variation that would facilitate adaptability to changing environments.",19/04/22,29/05/24 21:29,29/05/24 21:30,29/05/24 21:29,2047,,1,13,,Nat Commun,,,,,,,,en,2022 The Author(s),,,,www.nature.com,,Publisher: Nature Publishing Group,,/Users/nelly/Zotero/storage/MUSGCGCF/Sork et al. - 2022 - High-quality genome and methylomes illustrate feat.pdf; ,notion://www.notion.so/Sork-et-al-2022-16e7cce1745b42d18b8deb08078aa8d9,notion,DNA methylation; Genome; Plant genetics; Genome evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKJ9YQRV,journalArticle,2021,"Zheng, Si-Si; Jiang, Xiao-Long; Huang, Qing-Jun; Deng, Min",Historical Dynamics of Semi-Humid Evergreen Forests in the Southeast Himalaya Biodiversity Hotspot: A Case Study of the Quercus franchetii Complex (Fagaceae),Frontiers in Plant Science,,1664-462X,10.3389/fpls.2021.774232,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2021.774232/full,"<p>The Oligocene and Miocene are key periods in the formation of the modern topography and flora of East Asian and Indo-China. However, it is unclear how geological and climatic factors contributed to the high endemism and species richness of this region. The <italic>Quercus franchetii</italic> complex is widespread in the southeast Himalaya fringe and northern Indo-China with a long evolutionary history. It provides a unique proxy for studying the diversity pattern of evergreen woody lineages in this region since the Oligocene. In this study, we combined chloroplast (<italic>cp</italic>DNA) sequences, nuclear microsatellite loci (nSSRs), and species distribution modeling (SDM) to investigate the impacts of geological events on genetic diversity of the <italic>Q. franchetii</italic> complex. The results showed that the initial <italic>cp</italic>DNA haplotype divergence was estimated to occur during the middle Oligocene (30.7 Ma), which might have been raised by the tectonic activity at this episode to the Miocene. The nSSR results revealed two major groups of populations, the central Yunnan-Guizhou plateau (YGP) group and the peripheral distribution group when <italic>K</italic> = 2, in responding to the rapid YGP uplift during the late Miocene, which restricted gene flow between the populations in core and marginal areas. SDM analysis indicated that the distribution ranges of the <italic>Q. franchetii</italic> complex expanded northwards after the last glacial maximum, but the core distribution range in YGP was stable. Our results showed that the divergence of <italic>Q. franchetii</italic> complex is rooted in the mid-Oligocene. The early geological events during the Oligocene, and the late Miocene may play key roles to restrict seed-mediated gene flow among regions, but the pollen-mediated gene flow was less impacted. The uplifts of the YGP and the climate since LGM subsequently boosted the divergence of the populations in core and marginal areas.</p>",23/11/21,31/05/24 3:03,31/05/24 3:03,31/05/24 3:03,,,,12,,Front. Plant Sci.,Historical Dynamics of Semi-Humid Evergreen Forests in the Southeast Himalaya Biodiversity Hotspot,,,,,,,English,,,,,Frontiers,,Publisher: Frontiers,,; /Users/nelly/Zotero/storage/ZQSLNCQL/Zheng et al. - 2021 - Historical Dynamics of Semi-Humid Evergreen Forest.pdf,notion://www.notion.so/Zheng-et-al-2021-551551a88b894e5aa49465594849d413,notion,Ecological Niche Modeling; geoclimatic  events; Phylogeographic; population genetic structure; Quercus section Ilex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QMEYQEAP,journalArticle,2012,"Steiner, Wilfried; Waldgenressourcen, Abteilung; Münden, Hann",Hochwertiges Vermehrungsgut durch züchterische Verbesserung: Ein Vergleich verschiedener Möglichkeiten am Beispiel der Roteiche (Quercus rubra L.),,,,,,"The increasing interest in northern red oak (Quercus rubra L.) in Germany results in an increasing demand for high quality reproductive material of this tree species. There exist several approaches for the development and provision of improved reproductive material. These approaches are briefly presented and discussed. Besides the typical method of testing seed stands in field trials to make available superior seed of the category “tested”, the Northwest German Forest Research Station is planning to establish a seedling seed orchard in combination with a progeny test. By this, the phenotypic selection of plus trees will be followed by an additional selection step. Thus an increased genetic gain of the seed derived from this seed orchard can be expected without any additional delay and while keeping the effort within a justifiable extent. Independent of the tree species stand testing is discussed critically and emphasis is put on taking into account other methods.",,31/05/24 3:50,31/05/24 3:50,,,,,,,,,,,,,,,de,,,,,Zotero,,,,; /Users/nelly/Zotero/storage/JSAMP8LQ/Steiner et al. - Hochwertiges Vermehrungsgut durch züchterische Ver.pdf,notion://www.notion.so/Steiner-et-al-s-f-fbe4ad086d134f9a8b6c3dc7db9c1b99,notion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5CL8YKGB,journalArticle,2014,"Modesto, Inês S.; Miguel, Célia; Pina-Martins, Francisco; Glushkova, Maria; Veloso, Manuela; Paulo, Octávio S.; Batista, Dora",Identifying signatures of natural selection in cork oak (Quercus suber L.) genes through SNP analysis,Tree Genetics & Genomes,,1614-2950,10.1007/s11295-014-0786-1,https://doi.org/10.1007/s11295-014-0786-1,"Cork oak (Quercus suber L.) is an evergreen tree species endemic to the western Mediterranean Basin with a major economical, social and ecological relevance, associated with cork extraction and exploitation. In the last years, cork oak stands have been facing a significant decline, which may be aggravated by the climate changes that are predicted to occur within cork oak distribution range during this century. Under this scenario, the assessment of adaptive genetic variation is essential to understand how cork oak may cope with these threats and to delineate strategies for the management of its genetic resources. In this study, six candidate genes possibly significant for environmental adaptation were analysed in cork oak populations from its entire distribution range. Signatures of natural selection were investigated using population genetic statistics and environmental association tests under alternative scenarios of population genetic structure. Signals of balancing selection were detected in the putative non-expressor of pathogenesis-related gene 1 (NPR1), involved in plant defence response against pathogens, in auxin response factor 16 (ARF16), a gene implicated in root development, in RAN3, also involved in developmental processes, and in glutamine synthetase nodule isozyme (GS), involved in nitrogen fixation. Furthermore, for ARF16, a class I heat shock protein (sHSP) and GS, associations were found between SNP allele and haplotype frequencies and several spatial and climatic variables, suggesting that these genes may have a role on cork oak local adaptation. In this study, the first steps were taken into gathering information on cork oak adaptation to environmental conditions.",01/12/14,29/05/24 9:53,29/05/24 9:53,29/05/24 9:53,1645-1660,,6,10,,Tree Genetics & Genomes,,,,,,,,en,,,,,Springer Link,,,,/Users/nelly/Zotero/storage/BW3GPUFD/Modesto et al. - 2014 - Identifying signatures of natural selection in cor.pdf; ,notion://www.notion.so/Modesto-et-al-2014-830a57f841474cecae45364c5f483c59,notion,Balancing selection; Adaptive genetic variation; Environmental association; Candidate gene; Western Mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
